dataframe_index,original_url,generated_filename,download_status,error_message
1858,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FjXJzYYZYWjKLs7jizPFnvL956NjJCfbog7ZQm6spjoVS-PmHVaQsd1baSrk_SQxhL5ECGa9rOvdRvNsHIkMRixaRXQ%3Ds0&type=IMAGE,image_673.jpg,Downloaded,
1859,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2Fy1XnfJ-EtIjIgyhT8QjfdVeCCMKhTQoKNLGf5rjiMa1EiJQgbX2NnglDlSWVj_GaIkmod8r9lMn4yZ18nNYYMqpRlQ%3Ds0&type=IMAGE,image_674.jpg,Downloaded,
1860,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F4VdqYZFD7f2XFQ3ndBKCW4apzDzLDtt3ZGIUTPPdN9ZSc58jNRb_iLDSwRLKgrJ1UDOnPeo1FNVnplhfeVI9XTlLDj5K%3Ds0&type=IMAGE,image_675.jpg,Downloaded,
1861,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FsY12ht5PN7-ydhmKndacOpKu4pw2av_MXJ28U_npEd3XkCU-tzv9S4dD27LpgOPyMeJRGPw93p6zYie-wEbHzvyq4mg%3Ds0&type=IMAGE,image_676.jpg,Downloaded,
1862,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FqBEoctg2x3OG6W71mDF3ZUpDKCOvOOuaSL2P5nzDB2x8XHG9NI0muDPzc4e-gpW96v0nKG1coO4-GDG5mEFWs885lwo%3Ds0&type=IMAGE,image_677.jpg,Downloaded,
1863,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FLW9WyHXfmuX5UCvGTb3I_whPwep4NyseDNFvghfNxBElVobDCPXr__FuuC7StUXol8QNUvqYfE2KgVxhmbsVaXk59A%3Ds0&type=IMAGE,image_678.jpg,Downloaded,
1864,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FI4_J9pMhN60oUrl9VFdAfz7fB25vbpAGcOF7W5LyOghbF9Ao_t6yG9ERoP6DYLAZTxxp_eGZVNmaw3FyZpuZaQ7RWQ%3Ds0&type=IMAGE,image_679.jpg,Downloaded,
1865,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F-4JTNOLOCFVmZM__f7n88SlEFsrvmRamz1VovT_FjNhG6M8rR_JMF0Q9DYRY7eetx1X_tOeAu3hXJpV0bhjsuDyTzA%3Ds0&type=IMAGE,image_680.jpg,Downloaded,
1866,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F3EHRpSED7EuWR3XgSUiGfLjmfMOWSDwY7-4kuPkN_piXbKhq-2pUMVuV5Lhi40IJu3Y2XzH0nzxve1xL46mXDlS4NPo%3Ds0&type=IMAGE,image_681.jpg,Downloaded,
1867,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FDqAbP6plOk87WUqWJBk1KlN_IjSSAxG9nA3djzgVM2PqmPbgVVNWLZogDh93Nn_67On0AoXqp934mrGVwgaC6MNacx_d%3Ds0&type=IMAGE,image_682.jpg,Downloaded,
1868,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FqSdjN3jaNrei3JikWm_yw1xQzExyX28HaxlViQbA5kQbtapghSh3Okxxru2zXncThGMA5RVzkPdMvpR4apjPMdNT9vho%3Ds0&type=IMAGE,image_683.jpg,Downloaded,
1869,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F0uAmI4lWJc7p-NMed5ZPBI6s5gFfVCJQdTN2eixdsZRdL18fMnbT-eyvuKy0hPAF0fu8je9GTCjH5F9jNo5Nfb3aUKc%3Ds0&type=IMAGE,image_684.jpg,Downloaded,
1870,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FQlyJWKVf_5HOcaDrVWq5l52FZ-C-Xiy8OEYlHck-erJ1C1i1MyYXbJFoIaCbDa5G_RM4SzhsXjluda8Tn4PcGEjtnpI%3Ds0&type=IMAGE,image_685.jpg,Downloaded,
1871,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FmrKlGcu7rEo-Kf3YNN2fHA5EB46gp_uzEp2ZWg_Z_IWavDF5tFvk-neDXiOnGy8i28ahdcP5Qn63W6iUL2_G8cjdURA%3Ds0&type=IMAGE,image_686.jpg,Downloaded,
1872,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2Fmv6arCLxhkAeKD8ynBrrfx8DSHMyhw1K5DnKULVGv_c31zG_0pL6n0MM7ZewGtu1VOS7ZS7qThjqDZvc0tzJOtyFHQ%3Ds0&type=IMAGE,image_687.jpg,Downloaded,
1873,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh4.ggpht.com%2F8i2KpiIyXu0RK_8CAFJn_P8SmKPezWfk8Jw7663rjW-FiGX3jYAI9r0sCrmPS08lBL1YEbDu1nDRaIulmnmouULNQg%3Ds0&type=IMAGE,image_688.jpg,Downloaded,
1874,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FLMPZbFHPRNeBdANhy6urYl0JHIgN4TOIB96_VQvzz6IDdQA69kBBBLCqgXYEyWYnbSxBkMIEfRSIlLMLzXR9pppbjos%3Ds0&type=IMAGE,image_689.jpg,Downloaded,
1875,,,Skipped (Invalid URL),Empty or invalid URL found.
1876,,,Skipped (Invalid URL),Empty or invalid URL found.
1877,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FcJXOHKvQB1mMarDZKVm4ptBoo56BauZUWCUmOlOaUbuJBRnaikxUU7QFTKloork-rRTMpT0iZL7Gh2uM98rFeoTvDg%3Ds0&type=IMAGE,image_690.jpg,Downloaded,
1878,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FLyEsgqRgDb8YshbigJ_MqO1Kl1KOvrNxaN3mRd9qvbaxm-PeMxPXt__7mWIQZOTgr9TVRlzfVQhw6EPbdgsx76-a_nI%3Ds0&type=IMAGE,image_691.jpg,Downloaded,
1879,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-14181&type=IMAGE,image_692.jpg,Downloaded,
1880,,,Skipped (Invalid URL),Empty or invalid URL found.
1881,,,Skipped (Invalid URL),Empty or invalid URL found.
1882,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FFlepoIvSt_GTEHybFG_y058xuMEeKcfbdsHtFBSwoeEFoCsZztBuvrsVk-kRyBCSubM-g5KK3is0INkLuIepdMLxOBZ-%3Ds0&type=IMAGE,image_693.jpg,Downloaded,
1883,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FbANNwh8VXaY96fALz4Lon7JDmDqF-dLf7uLpOnUPDmiHzVtCykQIANnSlLOFeczP4L3xtulbJEXb4hA6tGWRdRnK3XAl%3Ds0&type=IMAGE,image_694.jpg,Downloaded,
1884,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FWWHnTxCRBlAkwwysz0L-9XsYN92qeqjQ1u2PAkvUvr1ME5p3dmR8ZEXOW-zyGYqtoAv1fFOLFp705hwgK57HMgj4Zv4%3Ds0&type=IMAGE,image_695.jpg,Downloaded,
1885,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F7KGagwn-YIVB9QTR7T4VvGY9ohnAThsXfSStVkZdrWC0jTWwoTVFoxKlGlJn0EyuHCd7HZ8fM788DBPWp39dTeHzDmw%3Ds0&type=IMAGE,image_696.jpg,Downloaded,
1886,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FyRNaMTJvfRgVMphL_8xoRCfgp_7c9nR0eAEWthtnNGanVDDDRMCUwi8ZWE59QFrVU4yAqKsmLrtO6hunWI8CkPMXWA%3Ds0&type=IMAGE,image_697.jpg,Downloaded,
1887,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FMsh7Jdc5vFL16ewpEa6KbW9jJ_F-QG-E2-n4uQlItLSp3LHcX1B8PUnRP3HRx8zcGmDeEvcaKdhQRVe_Fx0laLgeh1Q%3Ds0&type=IMAGE,image_698.jpg,Downloaded,
1888,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FyVhOUrIbqWfJXNkJPrJQngmwXCuu3I1dxBi78RKGAYUtE9RcXUkZ3EoQZj7OrPrQy-7yuK5A9F7Qh0XqZuoiyz4dGDE%3Ds0&type=IMAGE,image_699.jpg,Downloaded,
1889,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F7WAP0KndWxZNe2V2JGoDoLz74hs7ONUP-Mgy6-FcTcX_kql1h7pgA_VaE0C4YY7zdwd5eCIMk0KAM-hu8V2oGOeZS5wX%3Ds0&type=IMAGE,image_700.jpg,Downloaded,
1890,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2FjnnO75fKX_bhmo54QOCfO_F4D8FsdzzH0roxNQUlpKsI2d6e22YVeGppxAMH1F0NxRDPYl2Y9H6eTSXeolCcO6wIVOk%3Ds0&type=IMAGE,image_701.jpg,Downloaded,
1891,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2FALsD83-T2hN5pRsauVkCcdfA0bMf25auuCoVyKcSuu8W1IhI6sExObwaPfw5cTv-2a6S1d1Yt3GENjeyKTOG64-5yA%3Ds0&type=IMAGE,image_702.jpg,Downloaded,
1892,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FaJmVr0_JhlOSeGEGuDlW8P7vVTaFN3WzTLVQKVFGmuq7CbGGBCBo6YhVSCsiznbL6WOfz3LDjGlJ3sMzQ04UiA8eHQ%3Ds0&type=IMAGE,image_703.jpg,Downloaded,
1893,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FI03sTyhSRw2sxqtKf_qzlPw5TyR5NIO5AK6o-M7M011CDEEQ7rs5CIIW3e8k7PwkYKvW95HVrmNnvcfhPVW6Pd5ZsjI%3Ds0&type=IMAGE,image_704.jpg,Downloaded,
1894,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FBPubjjOhHC4tSJVJdYPKXuxS2Zkn7Uc6Iiqs5tI9q9aV9rqVctcb__ZPpoYCIckci4biwHSfcPZpfSDRej4rvY1p0cgX%3Ds0&type=IMAGE,image_705.jpg,Downloaded,
1895,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FOSswc_xC6RcLoSkxq8vm7x3P5BZdFCqb2YcyGk9KpMti1IKV2P6JuLw6xuKKrsxtskxEnfadCTWcYmHz4poDrj_w-D0%3Ds0&type=IMAGE,image_706.jpg,Downloaded,
1896,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F6xVU3MWWx8clJCUmoGBCQhosioIqM1fOh5QJ1zv4jJb8ej34k0pvPEDFDwx2trDp_4kRTs1cY5zRr90x7LjZ5fD4-w%3Ds0&type=IMAGE,image_707.jpg,Downloaded,
1897,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F8Sf3vjeQcDgJF7dLdytLYLPDnV4wugGJegBT5XrbxIH7rjSc_fR6ujaMHH-6F_tvQLo7xyL9Y4fRQZqz4UDrN_F3cQ%3Ds0&type=IMAGE,image_708.jpg,Downloaded,
1898,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FbQirptQRn1LKaAOHRQJytdTMAGQTBEsFkv3xBykDazVjxPThn-VKmttKWWRkV27pMWLgPMjx6QmTsXmduUdoqlDSlw%3Ds0&type=IMAGE,image_709.jpg,Downloaded,
1899,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FM3DYSKxxnVb4Du1DEK458XfaF01hFXp7U6Eb4yElsC1xvjt5K6Dr6Et2t-00hK-xaBvl7YBoyIe7phazdCS73hu3O5Wl%3Ds0&type=IMAGE,image_710.jpg,Downloaded,
1900,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F53VgGz3nsMrYkJ5rtYICHvnyQl3y9Dqml_VprKrzM7OTcZa7uDsqDoNW2JXShHZsMIz_2UllRkLIDxLNqh5p3VPNBlg%3Ds0&type=IMAGE,image_711.jpg,Downloaded,
1901,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2Frb93LlkrqI61e-biSMjLP5bgGyQ0GO6q0S3nSw3vxyY7ApBILnSzVK4iyNaFHTtkVFii4iPAObGp4G3MsZv3dSEXO8rf%3Ds0&type=IMAGE,image_712.jpg,Downloaded,
1902,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-12400-332&type=IMAGE,image_713.jpg,Downloaded,
1903,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2F_9NTGvEXjnPDQfAy3THr1M6HIJZt22GT6rHckc_rvSJEfuV9zuyZx8DBhSXganrUpqs5ZqPy2vwBXHV7rMTReuFBtQ%3Ds0&type=IMAGE,image_714.jpg,Downloaded,
1904,,,Skipped (Invalid URL),Empty or invalid URL found.
1905,,,Skipped (Invalid URL),Empty or invalid URL found.
1906,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-12400-211&type=IMAGE,image_715.jpg,Downloaded,
1907,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh4.ggpht.com%2F-sSNhaOqySt82Ka7LbUaGdNH_UpHScyhfpCzlv2ppfTk_KfWBm9ph1MKo9jhMmIft6f-tMgyoDqwHImMLWWj2Ply7p8k%3Ds0&type=IMAGE,image_716.jpg,Downloaded,
1908,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F3-MWILmVbFKJseDimcue4Rs8J7I84C3LsL_detEg-gZwIahngiuflW5uJMUh4Xh8j0t9xes0JMHA9mMu4URRz5LYHeU%3Ds0&type=IMAGE,image_717.jpg,Downloaded,
1909,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-11746&type=IMAGE,image_718.jpg,Downloaded,
1910,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-11177-319&type=IMAGE,image_719.jpg,Downloaded,
1911,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.ggpht.com%2FA_SmCWnQMZHGI1D90udoJydACW5BnwOHOSolvfWGlxaavJya_jXzSX4jU-oYdW-k8Y-W_6rSI2kgtB0WzoaC0hXHyf0%3Ds0&type=IMAGE,image_720.jpg,Downloaded,
1912,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-11177-158&type=IMAGE,image_721.jpg,Downloaded,
1913,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-11177-142&type=IMAGE,image_722.jpg,Downloaded,
1914,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-NM-11177-142-A&type=IMAGE,image_723.jpg,Downloaded,
1915,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.ggpht.com%2FCZt7WnYhfZCyhdCKfQk8cYeF41umoo97zCH1U3RH9pUtltdCG6-w36yO_zDCKjhduDpoaN1QvIAyDqaazf--njPu1Xc%3Ds0&type=IMAGE,image_724.jpg,Downloaded,
1916,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh4.ggpht.com%2FBHBEgeynzPyjjE9R_hTxU3grWReKrESId6au4XqHXKhpHRtNPayQqPA0L8SH-okKewomwEk_6Z9ANLxu9c0J7Q8FHx3e%3Ds0&type=IMAGE,image_725.jpg,Downloaded,
1917,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F2x2gKeU19SICy3pcwqjMpNcw2Tvbb5NUdUl4SqFO82Mp15jj6S7C2PGlHUqQbFq8e_EkjbMJjJJTVYfBEoDEugp3cIjJ%3Ds0&type=IMAGE,image_726.jpg,Downloaded,
1918,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2FMiMdpwQxmySlAWtt-vWMpWq8pE6UZxiDT6kkErA3y4jhzNokhPUw_Fw_Sv2uqiSEh8UegGW2iWNORDZ06OT-DOy7l5Mc%3Ds0&type=IMAGE,image_727.jpg,Downloaded,
1919,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FXl5EECnicVBROvdaYBPjWs4vsYzOvVF8q0xlgup4MwpTYx4bYWXu2D6yynlRpGutKJhyuSQ57gHilHkT5eSKZzmrqOI%3Ds0&type=IMAGE,image_728.jpg,Downloaded,
1920,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FUTNz0TJZ0ZppBUNtaRBg9pPbEOTSti52Pg6TLycM-tebUxYYuKCIJphF8PokfIFB5MPCfO19MKunrJE8zgYS1OcbQl0%3Ds0&type=IMAGE,image_729.jpg,Downloaded,
1921,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2Fs2hzQpM0fd_cZaantQIcfPUB6KZz_6ITugy6OWl1B2AjknbWDYvKOmG7BgHldxtwAWhCGdHulWvEbfEAAllwdMastqVy%3Ds0&type=IMAGE,image_730.jpg,Downloaded,
1922,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh4.ggpht.com%2FZVtp314UYIKY3x5qOesLUZ1jLYrENRaaymHUvGHoereYCch0q2F_8c_pUbPD6HNAZU3tWsM1FECg43F4_OAJfu66qg%3Ds0&type=IMAGE,image_731.jpg,Downloaded,
1923,,,Skipped (Invalid URL),Empty or invalid URL found.
1924,,,Skipped (Invalid URL),Empty or invalid URL found.
1925,,,Skipped (Invalid URL),Empty or invalid URL found.
1926,,,Skipped (Invalid URL),Empty or invalid URL found.
1927,,,Skipped (Invalid URL),Empty or invalid URL found.
1928,,,Skipped (Invalid URL),Empty or invalid URL found.
1929,,,Skipped (Invalid URL),Empty or invalid URL found.
1930,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FAAVQRlX_8xwwN74oIaXiXCnaBWXuLnAabxrEsPV_6nBlwgM4a8tjufecWurPFK-1TEKBF9AxkiF_3WsJ4gk1Q48mIrUL%3Ds0&type=IMAGE,image_732.jpg,Downloaded,
1931,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F0sbSpZ-xhnE-isd75flE1PdhQbNZF7OFaaMt7ZrjgCg2w4fdo57fRjCCzEcHxYNpEsKIKXKpm5wIdp8m08G-0UJS_iXH%3Ds0&type=IMAGE,image_733.jpg,Downloaded,
1932,,,Skipped (Invalid URL),Empty or invalid URL found.
1933,,,Skipped (Invalid URL),Empty or invalid URL found.
1934,,,Skipped (Invalid URL),Empty or invalid URL found.
1935,,,Skipped (Invalid URL),Empty or invalid URL found.
1936,,,Skipped (Invalid URL),Empty or invalid URL found.
1937,,,Skipped (Invalid URL),Empty or invalid URL found.
1938,,,Skipped (Invalid URL),Empty or invalid URL found.
1939,,,Skipped (Invalid URL),Empty or invalid URL found.
1940,,,Skipped (Invalid URL),Empty or invalid URL found.
1941,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.ggpht.com%2FyXzwmW5eLE4CeC242QZcQ2P93TPJ6Vg2KtTicprlXP7MDL2klv7A65Sf2Ui_9GiFZr3azrIYyyyRKOr4euii7XGHAKcL%3Ds0&type=IMAGE,image_734.jpg,Downloaded,
1942,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh5.ggpht.com%2FsE7HMcZpgwm3UdDYVuLCgzp51Vu9Y7yGltxJZT_Xds6qzisybP7Ay9PvUhVm9d4cw2DfIQVnHyXCmONpdY3CMsx6KlA%3Ds0&type=IMAGE,image_735.jpg,Downloaded,
1943,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-2007-8-B&type=IMAGE,image_736.jpg,Downloaded,
1944,,,Skipped (Invalid URL),Empty or invalid URL found.
1945,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FgV2Jb4VJJMC_TACPEFdSNSxVTOPAzCf7N1WxjJH2zB3Gi2YPGkQwttQ6_qupnmoEOkfY-4s7F_oRdXpCZOo0rzHpxNQ%3Ds0&type=IMAGE,image_737.jpg,Downloaded,
1946,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.ggpht.com%2FJocOBiw7pLL4ajuJLHhv8honH30LKQuRnT46kfnPvS-6O_pigc_czr5H8XEsEeduhPAIhjYHE_m635Zwq_ZZkXbkLg%3Ds0&type=IMAGE,image_738.jpg,Downloaded,
1947,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-2003-1&type=IMAGE,image_739.jpg,Downloaded,
1948,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2FP3eo5ehoJvVKjqP3gffO6kAe1EJ6nyK6in2HkudA1QMtIpSC7gA0qEKqmKyfHo0tZEcvDVWQqDoQG8NdcEQ202MVWrQ%3Ds0&type=IMAGE,image_740.jpg,Downloaded,
1949,,,Skipped (Invalid URL),Empty or invalid URL found.
1950,,,Skipped (Invalid URL),Empty or invalid URL found.
1951,,,Skipped (Invalid URL),Empty or invalid URL found.
1952,,,Skipped (Invalid URL),Empty or invalid URL found.
1953,,,Skipped (Invalid URL),Empty or invalid URL found.
1954,,,Skipped (Invalid URL),Empty or invalid URL found.
1955,,,Skipped (Invalid URL),Empty or invalid URL found.
1956,,,Skipped (Invalid URL),Empty or invalid URL found.
1957,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FxbSUE9bG0YvyX_AokpV4oZt8sJFlQzwf2jhKMvtXw_dUZF15FzguuWargJYRgZzW5B_Sr0ugvSu6zNnUCbUUNgvqUQ%3Ds0&type=IMAGE,image_741.jpg,Downloaded,
1958,,,Skipped (Invalid URL),Empty or invalid URL found.
1959,,,Skipped (Invalid URL),Empty or invalid URL found.
1960,,,Skipped (Invalid URL),Empty or invalid URL found.
1961,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh5.ggpht.com%2FOZ7hkB6B2zmwZ1feWtF_8Z3Kv9qejk_dFUXpwZqUxV0MtSQ4Xlwe6KdkBcFIVtcuZ1aFRU2L6kS4Lis22MyLLbSgUUMb%3Ds0&type=IMAGE,image_742.jpg,Downloaded,
1962,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh6.ggpht.com%2FxpU828wVtKbc0fJztb0NR4HKNH285snRwYv4cwy1xwb2OAavgXJyRDhKqOK60P4hBGmX9Tty0KxVIgDwUVbnSpdf3_8%3Ds0&type=IMAGE,image_743.jpg,Downloaded,
1963,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh4.ggpht.com%2F55WLKtLLzYPxjkh7TrU6Ke8wzGGv0-kYKXWY7hWcx23zMOfp295JvJjpDBTjN9TFbqiXOqWreOkkRg67Qk2qyggoeqE%3Ds0&type=IMAGE,image_744.jpg,Downloaded,
1964,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.rijksmuseum.nl%2Fassetimage2.jsp%3Fid%3DBK-1985-12&type=IMAGE,image_745.jpg,Downloaded,
1965,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F4Jz-SG1dOIfcIKEGK8tJxV2gzLTbUqsgJIcUAaQolu3ixkXJ-dCPkzdj_LSfbppn6aTvM4oJZFbTlJ1-1VEDjqF_o54%3Ds0&type=IMAGE,image_746.jpg,Downloaded,
1966,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FD9TMRwyfsEvYxrIpDORtDrC6S01vtxcHUD3NA79-Wj9J2PW3hnGCSnLyAev6Hz3Ndi3pF0j7l4XfTDAzWIGVQJNtjxI%3Ds0&type=IMAGE,image_747.jpg,Downloaded,
1967,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F10t0uzqZER48ZX4LmOdOylu6WIrWDhuOTbQ4WfHEjLuFKXCLtejKorNrvDQQRY2Wjk8EvFMxZt1GIGRmrLyMCRYcE34%3Ds0&type=IMAGE,image_748.jpg,Downloaded,
1968,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2Fiv9uRH_X_kFzcNvnVm8QdFzd7DGe72OnB69E_JgsGQw_R4L1oULbAyyHvwtNhfL5KI2-cVMveQUv-URds7J2gyrPrHc%3Ds0&type=IMAGE,image_749.jpg,Downloaded,
1969,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2F-BHoLLniv804RypR7t04aHN0CCqhvUvzZw5-uQIUYb_STzmlFWJ6GVMCmWhzlwn4QppAV9zILNvk1d2e_xxw4DXy_RyU%3Ds0&type=IMAGE,image_750.jpg,Downloaded,
1970,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Flh3.googleusercontent.com%2FzkXyrEcbSIINn_W9KncAB3zTipOOdRKjmZ26zMtT1N3Ar84ryPKsjFxDAULj1W07kk3BDyenUgW8w4m9zsipv7F4kGc%3Ds0&type=IMAGE,image_751.jpg,Downloaded,
